Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Mã vật tư,Tên vật tư,Đvt 1,Số lượng (1),HSQĐ,Đvt 2,Số lượng (2),Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",5300102080000000,Biển Báo HÓA CHẤT NGUY HIỂM,CAI,6,1,CAI,6,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",5300102090000000,Biển Báo HÓA CHẤT NGUY HIỂM,CAI,6,1,CAI,6,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",5300102100000000,"Biển Báo  CẤM VÀO ,ĐIỆN ÁP CAO NGUY HIỂM CHẾT NGƯỜI",CAI,3,1,CAI,3,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",5300102110000000,Biển Báo  CẤM LỬA,CAI,10,1,CAI,10,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",5300102130000000,Biển Báo  NGUY HIỂM PHÓNG ĐIỆN,CAI,3,1,CAI,3,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",0925000030000000,Khay INOX 30 x40cm dày 7mm,CAI,1,1,CAI,1,,,4/16/2024
EP2404-0027,4/9/2024,Phan Tấn Dũng,Theo bộ phận,"Trang bị các bảng cảnh báo cháy nỗ, nguy hiêm diện, hóa chất.",09055020000000000,Hộp INOX 304 LƯU MẪU 320ml,CAI,6,1,CAI,6,,,4/16/2024
EP2405-0087,5/27/2024,Phan Tấn Dũng,Theo bộ phận,Trang bị thêm dụng cụ lưu mẫu thức ăn cho nhà bếp,09055020000000000,Hộp INOX 304 LƯU MẪU 320ml,CAI,6,1,CAI,6,,Lưu mẫu thức ăn,5/29/2024
EP2404-0025,4/9/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt cho máy cắt máy AUTO phân xưởng 8. Theo đề xuất.,0922500070000000,Con lăn nhôm kéo bao trong phi 90x50mm  ( GC theo bản vẽ ),CAI,5,1,CAI,5,,Lắp mới.,4/16/2024
EP2404-0025,4/9/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt cho máy cắt máy AUTO phân xưởng 8. Theo đề xuất.,9045002480000004,Con lăn nhôm kéo bao ngoài phi 90x70mm  ( GC theo bản vẽ ),CAI,10,1,CAI,10,,Lắp mới.,4/16/2024
EP2404-0033,4/11/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư làm Nhà chứa rác Thải,0905502070000000,Sắt  hộp 14x14x6mm,CAY,3,1,CAY,3,,,4/11/2024
EP2404-0033,4/11/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư làm Nhà chứa rác Thải,0905502080000000,Sắt  la 18x3mm,CAY,6,1,CAY,6,,,4/11/2024
EP2404-0034,4/11/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng của bộ phận BTP, theo đề xuất.",0914700090000000,Pin máy máy bao TMD GK9-900,CAI,1,1,CAI,1,,Sử dụng cho máy may bao.,4/14/2024
EP2404-0035,4/11/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng của bộ phận BTP, theo đề xuất.",0904400160000000,Thùng inox 300x400x250 - dày 2mm ( GC theo bản vẽ),CAI,4,1,CAI,4,,Sửa dụng vệ sinh máng mực in.,4/16/2024
EP2404-0035,4/11/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng của bộ phận BTP, theo đề xuất.",0904400170000000,Nắp Thùng inox 316 x 416 mm- dày 2mm ( GC theo bản vẽ).,CAI,4,1,CAI,4,,Sửa dụng vệ sinh máng mực in.,4/16/2024
EP2404-0035,4/11/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng của bộ phận BTP, theo đề xuất.",0904400180000000,Nắp Thùng inox 460 x 1420 mm- dày 2mm ( GC theo bản vẽ).,CAI,2,1,CAI,2,,Sửa dụng vệ sinh máng mực in.,4/16/2024
EP2404-0038,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng của phân xưởng dệt.,09061033000000,Nối nhanh khí nén ống 4 mm- Ren ngoài M5,CAI,10,1,CAI,10,,Sửa chữa thay thế.,4/22/2024
EP2404-0038,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng của phân xưởng dệt.,0906202610000000,Ống hơi PU 2.5 x 4mm màu trắng Lion PU TGCN-39028,M,100,1,M,100,,Sửa chữa thay thế.,4/22/2024
EP2404-0038,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng của phân xưởng dệt.,0908601250000000,Bộ chia dầu 5 đầu - gắn ống phi 4mm,CAI,2,1,CAI,2,,Sửa chữa thay thế.,4/22/2024
EP2404-0039,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế cho máy in cuộn số 5.,0902210330000000,MCCB Mitsubishi NF125-SV 3P 50A 30kA.,CAI,1,1,CAI,1,,Thay thế sửa chữa.,4/15/2024
EP2404-0039,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế cho máy in cuộn số 5.,0902210340000000,MCCB Mitsubishi NF125-SV 3P 75A 30kA.,CAI,1,1,CAI,1,,Thay thế sửa chữa.,4/15/2024
EP2404-0040,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng KAIZEN cho máy bện dây,091960093000000,Bánh răng M=2. Z=91. (Gia công theo bản vẽ),CAI,3,1,CAI,3,,Kaizen,4/14/2024
EP2404-0040,4/12/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng KAIZEN cho máy bện dây,091960094000000,Bánh răng M=2. Z=29. (Gia công theo bản vẽ),CAI,3,1,CAI,3,,Kaizen,4/14/2024
EP2404-0042,4/12/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Thay Thế  mái tôn X2,0903600200000000,"Tôn sóng 4,5zem x5,5m",TAM,8,1,TAM,8,,,4/15/2024
EP2404-0042,4/12/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Thay Thế  mái tôn X2,0903600210000000,"Tôn sóng 4,5zem x5,3m",TAM,7,1,TAM,7,,,4/15/2024
EP2404-0043,4/12/2024,Nguyễn Thị Hưởng,Theo bộ phận,Kệ để kho Hóa chất,0918000077000000,Kệ trung tải 3 tầng - rộng 1000 - dài 6000 - cao 150mm ( 100kg / tầng),BO,1,1,BO,1,,,4/15/2024
EP2404-0043,4/12/2024,Nguyễn Thị Hưởng,Theo bộ phận,Kệ để kho Hóa chất,0918000078000000,Kệ trung tải 3 tầng - rộng 1000 - dài 3800 - cao 150mm ( 100kg / tầng),BO,1,1,BO,1,,,4/15/2024
EP2406-0054,6/17/2024,Đoàn Chí Nguyện,Theo bộ phận,DE XUAT MUA XE NANG TAY THAY THE XE HU CHO XUONG CAT JUMBO,0908200070000000,Xe nâng tay 3 tấn mitsubishi BF30,CAI,1,1,CAI,1,,Dsi chuyen hang hoa,6/30/2024
EP2408-0039,8/10/2024,Vũ Đức Hoàng,Theo tháng,PX BTP: Trang bị xe nâng tay phục vụ tổ CĐP,0908200070000000,Xe nâng tay 3 tấn mitsubishi BF30,CAI,1,1,CAI,1,,,8/15/2024
EP2407-0083,7/25/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may PP 900D
HAT-EMMV8C
HAT-EMPP-MF
HAT-TAYOP10",HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1000,1,KG,1000,TỒN KHO,,8/10/2024
EP2406-0047,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW",HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1000,1,KG,1000,TỒN KHO,,6/19/2024
EP2404-0067,4/22/2024,Nguyễn Dũng Trung,Theo bộ phận,SO2404-0021 - UNIPACK,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,500,1,KG,500,SO2404-0021 - UNIPACK,,5/9/2024
EP2404-0062,4/18/2024,Nguyễn Dũng Trung,Theo bộ phận,"HAT-EMPP-MF
HAT-UV881C
HAT-EMMV8C",HAT-UV881C,Hạt UV 881C (Châu Âu),KG,500,1,KG,500,UNIPACK + TỒN KHO,,4/22/2024
EP2405-0051,5/16/2024,Thái Minh Quyết,Theo bộ phận,KHSDVT bổ sung UV881c nhập kho ngày 06/04/2024,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,29,1,KG,29,,,5/18/2024
EP2405-0049,5/15/2024,Nguyễn Dũng Trung,Theo bộ phận,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)
Hạt UV 881C (Châu Âu)",HAT-UV881C,Hạt UV 881C (Châu Âu),KG,500,1,KG,500,TỒN KHO,,5/20/2024
EP2404-0049,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư làm kệ mẫu theo đề xuất Bộ phận BTP.,0918800100000000,Gỗ ghép 1200x2400mm - 10mm,TAM,1,1,TAM,1,,Lắp mới. Xưởng BTP,4/21/2024
EP2404-0051,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất của PHòng Kỹ thuật.,0902200230000000,Rơ le trung gian SCHNEIDER RXM4GB1P7 220VAC 14 chân dẹt 3A,CAI,10,1,CAI,10,,Dự phòng sửa chữa  MMTB,4/21/2024
EP2404-0051,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất của PHòng Kỹ thuật.,0902210350000000,Tụ điện DC - 35V - 330uf,CAI,20,1,CAI,20,,Sửa chữa board nguồn của máy dệt.,4/21/2024
EP2404-0051,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất của PHòng Kỹ thuật.,0902210360000000,Tụ điện DC - 35V - 220uf,CAI,20,1,CAI,20,,Sửa chữa board nguồn của máy dệt.,4/21/2024
EP2404-0051,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất của PHòng Kỹ thuật.,0902210370000000,Tụ điện DC - 35V - 100uf,CAI,20,1,CAI,20,,Sửa chữa board nguồn của máy dệt.,4/21/2024
EP2404-0051,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất của PHòng Kỹ thuật.,0902210380000000,Tụ điện DC - 25V - 1000uf,CAI,20,1,CAI,20,,Sửa chữa board nguồn của máy dệt.,4/21/2024
EP2404-0071,4/23/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011810000000,MK-PL -25KG,CM2,10000,1,CM2,10000,,,4/25/2024
EP2407-0072,7/18/2024,Bùi Thái Hòa,Theo bộ phận,ĐẶT KHẮC BẢN IN CAO SU,520011810000000,MK-PL -25KG,CM2,10000,1,CM2,10000,,,7/20/2024
EP2404-0064,4/20/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011820000000,SP8-25KG,CM2,10000,1,CM2,10000,,,4/22/2024
EP2404-0064,4/20/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011850000000,TÔM HÙM ĐỎ-25KG,CM2,10000,1,CM2,10000,,,4/22/2024
EP2405-0030,5/9/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011860000000,WHOLEMEAL-25KG,CM2,10000,1,CM2,10000,,,5/11/2024
EP2406-0082,6/24/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011890000000,ATM-ĐỎ,CM2,10000,1,CM2,10000,,,6/26/2024
EP2406-0074,6/21/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011910000000,BỘT MÌ 28-40KG,CM2,10000,1,CM2,10000,,,6/24/2024
EP2404-0075,4/24/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,520011910000000,BỘT MÌ 28-40KG,CM2,10000,1,CM2,10000,,,4/26/2024
EP2406-0063,6/18/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản n cao su,520011920000000,GOLDEN BUFFALO-40KG,CM2,10000,1,CM2,10000,,,6/20/2024
EP2405-0017,5/6/2024,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su,52001195000000,MK-PV-40KG,CM2,10000,1,CM2,10000,,,5/8/2024
EP2404-0054,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thoi máy dệt.,0901900740000000,Bánh xe Côn dài NOVA6 - 576LF (Chonchoid Wheel- Ny ) Mã : 11412986000,CAI,100,1,CAI,100,,Bảo trì thay thế.,4/25/2024
EP2404-0054,4/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thoi máy dệt.,0901900750000000,Bánh xe lưng thoi (52mm) NOVA6 - 576LF ( Shuttle Wheel- NS ) Mã : 11412932000.,CAI,200,1,CAI,200,,Bảo trì thay thế.,4/25/2024
EP2404-0056,4/16/2024,Lê Trần Đăng Khoa,Theo bộ phận,Đề xuất mua vật tư px sợi -dệt ngày 16/4/2024,0909500049000000,LƯỚI TINH 120,Cuộn,20,1,Cuộn,20,,,4/20/2024
EP2404-0057,4/16/2024,Hoàng Văn Khiêm,Theo bộ phận,Mua Bình Nước gải nhiệt Mùa hè Cho công nhân ( A VŨ),53BINHNINOX00443,BÌnh nước 20 Lít 2 lớp cách nhiệt INOX 304 có vòi,CAI,5,1,CAI,5,,,4/17/2024
EP2404-0058,4/17/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng mài vòng lược cho máy dệt LSL.,0917200120000000,"Dây TRuyền Động Nối Dài INOX Kẹp Mũi 6,5mm Cho Máy Khoan",CAI,1,1,CAI,1,,"Công cụ dụng cụ sửa chữa,",4/21/2024
EP2404-0058,4/17/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng mài vòng lược cho máy dệt LSL.,0908601260000000,Mũi mài kim cương hạt mịn- chuôi phi 3mm - 30F,CAI,10,1,CAI,10,,"Công cụ dụng cụ sửa chữa,",4/21/2024
EP2404-0058,4/17/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng mài vòng lược cho máy dệt LSL.,0908601270000000,Mũi mài kim cương hạt mịn- chuôi phi 3mm - 30P,CAI,10,1,CAI,10,,"Công cụ dụng cụ sửa chữa,",4/21/2024
EP2404-0058,4/17/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng mài vòng lược cho máy dệt LSL.,0908601280000000,Mũi mài kim cương hạt mịn- chuôi phi 3mm - 20R,CAI,10,1,CAI,10,,"Công cụ dụng cụ sửa chữa,",4/21/2024
EP2404-0060,4/17/2024,Nguyễn Dũng Trung,Theo bộ phận,Hat màu xám. Dùng để vệ sinh trục vít.,HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,25,1,KG,25,RD YÊU CẦU - CÓ FILE ĐÍNH KÈM,,4/17/2024
EP2405-0027,5/9/2024,Nguyễn Dũng Trung,Theo bộ phận,Hat màu xám. Dùng để vệ sinh trục vít.,HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,50,1,KG,50,TỒN KHO,,5/11/2024
EP2404-0066,4/20/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Làm nhà kho phế  x7,0903600220000000,"Tôn sóng 5zem x6,8m",TAM,16,1,TAM,16,,,4/22/2024
EP2404-0066,4/20/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Làm nhà kho phế  x7,0903600230000000,"Tôn sóng 5zem x 1,8m",TAM,75,1,TAM,75,,,4/22/2024
EP2404-0067,4/22/2024,Nguyễn Dũng Trung,Theo bộ phận,SO2404-0021 - UNIPACK,10DAI-PPDE0-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",M,24500,0.006,KG,147,,,4/25/2024
EP2405-0019,5/7/2024,Nguyễn Dũng Trung,Theo bộ phận,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",10DAI-PPDE0-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",M,6800,0.006,KG,40.8,"Mua bù hàng cắt hư, có NCR",,5/9/2024
EP2405-0042,5/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",10DAI-PPDE0-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",M,2500,0.006,KG,15,"Mua bù hàng cắt hư, có NCR",,5/17/2024
EP2404-0072,4/23/2024,Trần Trung Hiếu,Theo bộ phận,"Đẩy dữ liệu từ cân ở xưởng sản xuất vào Bravo.
Dùng cho cân sợi và dệt.",9045002480000005,Bộ chuyển tín hiệu RS232 qua wifi và mạng,BO,4,1,BO,4,Trước đó đã mượn 1 cái từ nhà cung cấp để test.,Kết nối tín hiệu cân vào Bravo,5/2/2024
EP2404-0080,4/26/2024,Trần Trung Hiếu,Theo bộ phận,Lắp máy chấm công khu vực văn phòng.,9045002480000006,Máy chấm công,CAI,1,1,CAI,1,,Chấm công khối văn phòng,5/3/2024
EP2404-0081,4/26/2024,Lê Trần Đăng Khoa,Theo bộ phận,Đề xuất vật tư px dệt ngay 26/4/2024,0905600071000000,SÊN ĐƠN 50,HOP,5,1,HOP,5,,,5/6/2024
EP2404-0083,4/27/2024,Nguyễn Dũng Trung,Theo bộ phận,"Dây HDPE, trắng đục, 2.4g/m. [Luồn miệng bao DW]",9045002480000008,"Dây HDPE, trắng đục, 2.4g/m. [Luồn miệng bao DW]",M,210000,0.0024,KG,504,,,4/29/2024
EP2405-0080,5/24/2024,Nguyễn Dũng Trung,Theo bộ phận,"Dây HDPE, trắng đục, 2.4g/m. [Luồn miệng bao DW]",9045002480000008,"Dây HDPE, trắng đục, 2.4g/m. [Luồn miệng bao DW]",M,7100,0.0024,KG,17.04,,,5/28/2024
EP2404-0084,4/27/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP Tháng 05.2024,5300101210000000,Bút lông kim PM04 - Xanh,CAI,10,1,CAI,10,,,5/2/2024
EP2405-0082,5/25/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng cho máy sợi LOHIA-2.,0908500410000000,Lô cao su phi 200 X 1150mm ( Gia công theo bản vẽ),TRUC,1,1,TRUC,1,,Thay thế.,5/29/2024
EP2405-0003,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiệt bị phòng kỹ thuật.,0901400150000000,Nhựa PU phi 70x1000mm,CAY,1,1,CAY,1,,Làm lô kéo sợi máy ó.,5/8/2024
EP2405-0003,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiệt bị phòng kỹ thuật.,09276000100000000,Bánh chổi đánh bavia sợi thép phi 300x50mm lỗ 25.4mm,CAI,4,1,CAI,4,,Sửa chữa vòng lược máy dệt.,5/8/2024
EP2405-0002,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất.,0902210390000000,Thyristor TE 200A 63A/415V/230V/ 4mA / FC1BKD/ ENG/230/ NOF.,CAI,2,1,CAI,2,,Thay thế cho máy sợi LH 1-LH2.,5/7/2024
EP2405-0044,5/14/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế cho máy sợi LOHIA8,0902210390000000,Thyristor TE 200A 63A/415V/230V/ 4mA / FC1BKD/ ENG/230/ NOF.,CAI,1,1,CAI,1,,"Thay thế sửa chữa,",5/17/2024
EP2405-0002,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất.,0902210400000000,Cảm biến tiệm cận UP - 12RD4NA.,CAI,4,1,CAI,4,,Thay thế cho máy in cái 1=2 và dự phòng thay thế cho máy in cái và máy cắt may AUTO.,5/7/2024
EP2405-0002,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất.,0902203270000000,Biến trở Tocos 10K RV24YN20S B102,CAI,5,1,CAI,5,,Dự phòng thay thế cho máy dệt,5/7/2024
EP2405-0002,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất.,0902201760000000,MCCB-3FA-50A-25KA - Schneider,CAI,2,1,CAI,2,,Dự phòng thay thế.,5/7/2024
EP2405-0002,5/2/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất.,0902201260000000,MCCB-3FA-100A-25KA - Schneider,CAI,2,1,CAI,2,,Dự phòng thay thế.,5/7/2024
EP2405-0001,5/2/2024,Nguyễn Dũng Trung,Theo bộ phận,"Băng Keo Dán Bạt
Dây đai nẹp xấp nhỏ, màu vàng, K12.0mm, TL: 6.0g/m.",0917400340000000,Băng Keo Dán Bạt,CUON,2,1,CUON,2,DÁN THÙNG XE 5 TẤN,,5/3/2024
EP2405-0006,5/3/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Trồng cây xanh (Anh VŨ),0913900161000000,Phân Bò,BAO,20,1,BAO,20,,,5/3/2024
EP2405-0009,5/3/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư làm kho phế X7,0903600240000000,"Tôn Chan Chữ L 200cmx200cm dài 3,1m",TAM,25,1,TAM,25,,,5/3/2024
EP2405-0011,5/3/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng cho máy sợi LOHIA.,0902210410000000,Máng inox 304 che miệng khuôn máy sợi. 120x130x1574mm . (GC theo Bản vẽ),CAI,1,1,CAI,1,,Lắp cho máy sợi LH-7,5/12/2024
EP2405-0011,5/3/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng cho máy sợi LOHIA.,0902210420000000,Máng inox 304 che miệng khuôn máy sợi. 120x130x1710mm . ( GC theo bản vẽ),CAI,1,1,CAI,1,,Lắp cho máy sợi LH-8,5/12/2024
EP2405-0016,5/6/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy rút dây DONGWON.,0902210430000000,Board điều khiển máy rút dây CHALY JN-740 ( WY-1_20131105),CAI,1,1,CAI,1,,Thay thế.,5/9/2024
EP2405-0020,5/7/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Thay văn Phòng X*8,0924200100000000,"Kính trong suốt 1,95m X 1,4mX 1cm",M2,2.73,1,M2,2.73,,,5/10/2024
EP2405-0021,5/7/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị.,091960095000000,Bánh răng xéo hộp số 91 răng. ( Theo mẫu),CAI,3,1,CAI,3,,Sửa chữa hộp số máy in.,5/12/2024
EP2405-0021,5/7/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị.,091960096000000,Bánh răng xéo hộp số 29 răng. ( Theo mẫu),CAI,3,1,CAI,3,,Sửa chữa hộp số máy in.,5/12/2024
EP2405-0022,5/7/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị và dự phòng thay thế.,0902210440000000,Tụ điện DC- 2200uf -50V,CAI,20,1,CAI,20,,Thay thế và dự phòng thay thế.,5/12/2024
EP2405-0022,5/7/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị và dự phòng thay thế.,0902210450000000,Tụ CBB L104J- 630V.,CAI,20,1,CAI,20,,Thay thế và dự phòng thay thế.,5/12/2024
EP2405-0028,5/9/2024,Lê Trần Đăng Khoa,Theo bộ phận,Đề xuất vật tư lưới cho máy sợi 8 ngày 9/5/2024,0909500240000000,Lưới lọc ống phi 66/69 x cao 117mm 5 lớp 40/60/80/100/40 mesh.,CAI,100,1,CAI,100,,,5/30/2024
EP2405-0028,5/9/2024,Lê Trần Đăng Khoa,Theo bộ phận,Đề xuất vật tư lưới cho máy sợi 8 ngày 9/5/2024,0909500250000000,Lưới lọc ống phi 46/49 x cao 88mm 5 lớp 40/60/80/100/40 mesh.,CAI,100,1,CAI,100,,,5/30/2024
EP2405-0041,5/14/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua đồng phục cho công nhân đợt 1 năm 2024,53AOCNXXXXL00065N,Áo Thun CN (đỏ viền đen)-size XXXXL,CAI,50,1,CAI,50,,,6/20/2024
EP2405-0038,5/13/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế cho xe nâng cuộn phân xưởng 6.,0902210470000000,Contacter 12V-200A -  Xe nâng tay bán tự động.,CAI,1,1,CAI,1,,Thay thế sửa chữa.,5/17/2024
EP2405-0041,5/14/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua đồng phục cho công nhân đợt 1 năm 2024,5200110510000000,"Tạp dề vải có túi dùng trong công nghiệp, Màu nâu ( túi phía trước lớn để đựng công cụ dụng cụ )",CAI,400,1,CAI,400,,,6/20/2024
EP2405-0047,5/15/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng cho phân xưởng BTP theo đề xuất.,0908601300000000,Bánh răng lô in Z=142. M=2 -dày 42mm. Lỗ cốt phi 30mm-then 8x4mm. ( Theo bản vẽ),CAI,2,1,CAI,2,,Chạy máy in cuộn số 5.,5/19/2024
EP2405-0050,5/16/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa mái che X1 ( A Vũ),0903600250000000,"Tôn 4,5zemx3,5m",TAM,55,1,TAM,55,,,5/17/2024
EP2405-0050,5/16/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa mái che X1 ( A Vũ),0905502200000000,Sắt I 10x6m,CAY,5,1,CAY,5,,,5/17/2024
EP2405-0050,5/16/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa mái che X1 ( A Vũ),0905502300000000,Sắt chữ C 50x100 x6m,CAY,36,1,CAY,36,,,5/17/2024
EP2405-0050,5/16/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa mái che X1 ( A Vũ),0905501950000000,Vít bắn tôn 6cm,BICH,6,1,BICH,6,,,5/17/2024
